freq,unit,s_adj,na_item,geo\TIME_PERIOD	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 
Q,I10,NSA,NULC_HW,PT	91.007 	99.071 	95.194 	106.030 	93.223 	101.152 	98.352 	112.466 	96.783 	104.788 	101.527 	114.675 	100.851 	121.638 	107.381 	123.958 	106.093 p	114.772 p	108.724 p	121.801 p	104.976 p	116.013 p	112.050 p	127.248 p
Q,I10,NSA,NULC_HW,RO	141.046 	136.030 	107.140 	108.211 	154.410 	144.036 	115.156 	111.632 	167.022 	153.193 	122.184 	121.061 	172.285 	166.669 	131.592 	127.321 	178.817 p	157.978 p	132.525 p	131.580 p	188.076 p	167.525 p	146.726 p	: 
Q,I10,NSA,NULC_HW,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,I10,NSA,NULC_HW,SE	111.156 	111.864 	123.962 	108.677 	114.663 	115.370 	129.540 	112.453 	117.268 	118.364 	130.208 	113.227 	119.983 	127.676 	131.402 	115.390 	123.284 	122.340 	133.254 	114.598 	123.520 	125.752 	137.288 	121.053 
Q,I10,NSA,NULC_HW,SI	101.772 	106.633 	101.162 	101.933 	104.393 	110.193 	102.132 	105.354 	108.966 	116.935 	105.714 	107.146 	112.901 	132.034 	108.961 	116.520 	122.244 	128.347 	112.805 	109.938 	115.211 	124.505 	116.815 	119.491 
Q,I10,NSA,NULC_HW,SK	112.603 	109.186 	106.575 	119.978 	118.404 	114.160 	109.541 	124.233 	123.252 	122.608 	115.964 	129.886 	134.622 	128.987 	118.244 	134.261 	135.827 	129.131 	122.258 	141.402 	143.500 	137.299 	133.299 	149.625 
Q,I10,NSA,NULC_HW,UK	114.0 	109.2 	108.2 	106.9 	115.5 	111.9 	110.6 	110.3 	119.9 	117.3 	115.5 	113.0 	128.0 	144.5 	127.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,NULC_PER,AT	104.999 	126.139 	102.718 	119.385 	107.231 	129.845 	105.828 	120.357 	109.216 	132.313 	107.205 	125.444 	115.204 	149.876 	111.901 	133.104 	120.567 	140.929 	113.284 	133.992 	120.792 	143.403 	117.218 	138.290 
Q,I10,NSA,NULC_PER,BE	105.389 	111.562 	102.973 	114.986 	107.425 	113.736 	104.166 	116.245 	108.664 	115.376 	105.766 	117.759 	110.349 p	123.712 p	109.654 p	122.905 p	112.676 p	120.183 p	109.263 p	123.313 p	117.502 p	125.774 p	117.805 p	134.625 p
Q,I10,NSA,NULC_PER,BG	154.770 	142.838 	133.228 	132.081 	167.124 	152.449 	140.308 	141.056 	172.315 	158.786 	142.932 	145.695 	184.592 	175.790 	153.420 	161.299 	191.696 	182.891 	161.147 	164.993 	211.372 p	215.561 p	187.056 p	: 
Q,I10,NSA,NULC_PER,CH	103.177 	99.382 	96.570 	104.606 	104.190 	97.244 	95.019 	104.444 	105.080 	98.867 	95.695 	106.326 	106.127 	100.482 	97.416 	105.640 	106.288 	98.787 	97.557 	108.966 	108.769 	101.913 	99.569 	110.486 
Q,I10,NSA,NULC_PER,CY	90.153 	88.103 	82.494 	103.890 	91.278 	88.923 	83.493 	105.164 	92.993 	92.324 	85.123 	108.336 	95.243 	99.495 	86.103 	108.739 	91.960 p	98.881 p	85.599 p	107.444 p	92.656 p	99.098 p	86.387 p	109.825 p
Q,I10,NSA,NULC_PER,CZ	113.524 	109.505 	108.358 	114.447 	120.019 	116.599 	115.417 	121.073 	125.982 	122.446 	119.083 	126.046 	133.348 	131.691 	126.705 	137.460 	133.839 	134.122 	131.521 	139.224 	139.409 	137.984 	137.559 	147.375 
Q,I10,NSA,NULC_PER,DE	106.924 	112.236 	110.819 	122.039 	110.081 	114.585 	115.808 	126.628 	113.656 p	119.737 p	118.866 p	130.217 p	117.599 p	129.236 p	120.501 p	132.073 p	119.333 p	122.574 p	123.604 p	136.170 p	122.120 p	126.945 p	127.598 p	143.984 p
Q,I10,NSA,NULC_PER,DK	104.215 	104.731 	101.417 	102.190 	105.890 	106.368 	102.372 	102.585 	107.885 	107.975 	104.145 	105.017 	110.255 	115.903 	106.594 	107.550 	112.012 	113.072 	108.839 	108.757 	115.764 	115.997 	111.561 	113.072 
Q,I10,NSA,NULC_PER,EA	102.858 	107.459 	103.247 	111.868 	104.322 	109.170 	105.950 	114.433 	106.699 	111.726 	107.319 	116.602 	110.940 	121.434 	110.477 	120.473 	112.469 	116.037 	112.182 	121.738 	114.555 	119.272 	115.778 	127.938 
Q,I10,NSA,NULC_PER,EA12	102.639 	107.344 	103.198 	111.779 	104.023 	108.997 	105.877 	114.316 	106.343 	111.443 	107.156 	116.425 	110.505 	121.145 	110.320 	120.231 	111.983 	115.596 	111.922 	121.436 	113.973 	118.680 	115.363 	127.464 
Q,I10,NSA,NULC_PER,EA19	102.858 	107.459 	103.247 	111.868 	104.322 	109.170 	105.950 	114.433 	106.699 	111.726 	107.319 	116.602 	110.940 	121.434 	110.477 	120.473 	112.469 	116.037 	112.182 	121.738 	114.555 	119.272 	115.778 	127.938 
Q,I10,NSA,NULC_PER,EA20	102.742 	107.314 	103.061 	111.666 	104.223 	109.035 	105.754 	114.234 	106.577 	111.582 	107.132 	116.382 	110.794 	121.286 	110.321 	120.282 	112.341 	115.891 	112.004 	121.553 	114.425 	119.116 	115.609 	127.760 
Q,I10,NSA,NULC_PER,EE	129.588 	132.247 	129.477 	130.317 	137.098 	139.586 	138.883 	139.124 	147.486 	154.629 	140.737 	138.983 	152.307 	157.260 	148.241 	146.660 	152.104 	157.735 	151.584 	153.148 	165.781 	183.076 	175.384 	180.302 
Q,I10,NSA,NULC_PER,EL	93.831 	94.189 	80.986 	95.831 	92.958 	93.258 	80.636 	94.297 	93.079 p	93.739 p	80.270 p	94.424 p	95.422 p	104.764 p	87.351 p	100.296 p	95.249 p	96.049 p	83.887 p	100.638 p	94.228 p	93.395 p	82.822 p	98.821 p
Q,I10,NSA,NULC_PER,ES	92.834 	94.538 	92.618 	96.398 	93.571 	95.471 	94.843 	98.269 	96.914 	99.901 	97.751 	101.785 	103.672 p	113.410 p	104.455 p	109.683 p	108.738 p	107.160 p	105.612 p	107.755 p	107.373 p	107.182 p	106.383 p	110.433 p
Q,I10,NSA,NULC_PER,EU15	104.965 	107.629 	103.821 	110.095 	105.825 	109.018 	106.326 	112.562 	108.519 	111.883 	107.876 	115.162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,NULC_PER,EU27_2020	102.938 	106.994 	103.225 	109.658 	104.645 	108.534 	105.512 	111.896 	106.805 	110.906 	106.794 	113.938 	110.801 	120.116 	110.025 	117.801 	112.548 	115.304 	111.551 	118.821 	114.623 	118.579 	115.315 	124.951 
Q,I10,NSA,NULC_PER,EU28	104.677 	107.240 	103.232 	108.775 	105.951 	108.717 	105.659 	111.173 	108.612 	111.561 	107.271 	113.789 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,NULC_PER,FI	108.597 	106.649 	108.909 	100.309 	109.427 	109.142 	112.200 	104.717 	113.139 	111.796 	113.288 	105.473 	116.831 	114.877 	112.759 	103.590 	119.388 	116.166 	119.237 	108.022 	121.795 	118.879 	125.337 	113.715 
Q,I10,NSA,NULC_PER,FR	105.210 	106.926 	107.478 	108.974 	106.145 	107.939 	108.433 	109.581 	105.764 	106.841 	107.232 	109.339 	110.106 	117.211 	111.033 	112.219 	111.209 	112.127 	113.355 	115.168 	115.488 	117.202 	118.812 	122.358 
Q,I10,NSA,NULC_PER,HR	95.240 	93.238 	81.145 	87.994 	99.624 	96.549 	83.607 	91.040 	97.847 	97.115 	84.954 	90.756 	99.470 	110.276 	94.877 	100.571 	104.510 p	102.535 p	91.909 p	101.738 p	102.983 p	104.499 p	97.274 p	110.394 p
Q,I10,NSA,NULC_PER,HU	122.871 	119.617 	113.507 	117.587 	129.825 	122.257 	116.464 	121.161 	132.280 	127.181 	120.135 	125.306 	135.945 	143.350 	127.161 	132.505 	146.709 p	137.753 p	130.692 p	135.455 p	164.897 p	146.844 p	146.439 p	156.757 p
Q,I10,NSA,NULC_PER,IE	85.679 	85.565 	76.874 	77.003 	80.406 	80.693 	75.780 	79.086 	82.838 	82.707 	74.840 	80.024 	81.795 	76.191 	66.699 	80.006 	71.624 	73.579 	69.252 	76.579 	74.089 	73.656 	67.312 	74.024 
Q,I10,NSA,NULC_PER,IT	99.335 	103.891 	97.503 	116.983 	99.486 	107.157 	99.998 	119.323 	102.348 	107.997 	100.326 	120.987 	105.860 	113.518 	103.214 	122.800 	104.977 	111.039 	103.713 	123.030 	106.164 	113.982 	105.528 	129.926 
Q,I10,NSA,NULC_PER,LT	130.458 	132.603 	117.268 	128.355 	138.457 	137.120 	124.993 	134.511 	145.273 	146.998 	132.450 	143.885 	154.636 	155.625 	134.274 	152.978 	163.926 	167.688 	145.486 	161.046 	184.601 	192.834 	163.408 	186.786 
Q,I10,NSA,NULC_PER,LU	116.369 	116.643 	113.771 	127.842 	119.541 	122.462 	120.611 	138.522 	126.245 	126.279 	124.179 	140.055 	130.915 	129.649 	128.376 	147.194 	130.808 	136.058 	134.849 	155.253 	140.840 p	149.451 p	141.548 p	: 
Q,I10,NSA,NULC_PER,LV	136.121 	132.920 	124.421 	130.981 	143.919 	139.297 	132.933 	136.945 	152.631 	146.617 	137.906 	143.821 	164.041 	156.254 	142.589 	147.202 	163.027 	158.627 	154.774 	156.369 	173.072 	175.498 	167.938 	177.469 
Q,I10,NSA,NULC_PER,MT	117.804 	115.689 	111.803 	118.028 	130.061 	124.320 	118.630 	125.515 	131.687 	127.171 	125.727 	129.487 	140.181 	151.446 	142.529 	142.306 	143.986 	142.477 	133.050 	135.568 	141.805 	142.873 	136.757 	144.401 
Q,I10,NSA,NULC_PER,NL	100.252 	114.905 	99.161 	105.747 	102.515 	116.204 	102.221 	108.600 	106.345 	120.082 	104.399 	112.373 	111.919 p	134.851 p	111.965 p	122.816 p	117.234 p	128.667 p	111.416 p	120.321 p	118.047 p	130.566 p	117.979 p	: 
Q,I10,NSA,NULC_PER,NO	112.178 	130.007 	116.823 	117.072 	118.108 	132.863 	121.601 	122.166 	122.182 	139.963 	127.437 	127.314 	126.067 	145.125 	126.878 	127.289 	130.389 	145.135 	129.937 	130.919 	133.657 	152.598 	137.479 	137.522 
Q,I10,NSA,NULC_PER,PL	109.852 	108.367 	112.069 	101.237 	110.642 	111.228 	114.007 	104.445 	115.091 	114.570 	118.748 	109.082 	121.096 	127.874 	125.459 	117.520 	126.611 	123.431 	122.239 	115.673 	128.768 p	136.486 p	139.200 p	131.104 p
Q,I10,NSA,NULC_PER,PT	91.577 	99.137 	94.234 	105.927 	93.659 	101.093 	97.100 	112.163 	96.629 	104.121 	100.053 	114.678 	101.327 	122.187 	106.109 	123.706 	108.836 p	115.390 p	108.124 p	121.676 p	105.990 p	116.235 p	111.241 p	126.982 p
Q,I10,NSA,NULC_PER,RO	142.116 	135.706 	105.688 	107.814 	157.179 	143.168 	113.430 	112.013 	169.265 	151.807 	119.991 	120.980 	173.490 	162.735 	129.655 	127.120 	180.977 p	156.434 p	130.101 p	131.423 p	190.093 p	165.247 p	143.920 p	: 
Q,I10,NSA,NULC_PER,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,I10,NSA,NULC_PER,SE	111.940 	111.953 	123.762 	108.996 	115.445 	115.460 	129.620 	112.807 	117.969 	118.405 	130.120 	113.706 	120.806 	127.875 	131.568 	116.078 	124.771 	123.085 	134.077 	115.614 	124.934 	126.555 	138.198 	121.845 
Q,I10,NSA,NULC_PER,SI	102.588 	106.061 	99.063 	102.764 	105.598 	109.754 	100.129 	105.934 	109.292 	116.416 	104.025 	108.369 	114.360 	131.650 	106.883 	118.623 	121.878 	128.254 	112.207 	113.577 	115.608 	125.344 	116.903 	123.509 
Q,I10,NSA,NULC_PER,SK	113.370 	109.886 	105.718 	120.176 	119.093 	114.949 	108.825 	124.219 	123.461 	122.901 	115.324 	129.893 	134.117 	132.029 	117.339 	135.791 	136.454 	130.972 	122.495 	143.207 	143.848 	139.886 	133.304 	151.160 
Q,I10,NSA,NULC_PER,UK	114.9 	109.5 	108.5 	107.8 	116.8 	112.6 	111.2 	111.3 	121.1 	118.2 	116.3 	114.1 	130.2 	149.0 	129.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,RLPR_HW,AT	101.548 	103.641 	109.291 	108.656 	104.633 	103.262 	108.229 	108.874 	104.203 	104.626 	108.825 	107.037 	106.364 	108.054 	107.947 	112.874 	103.700 	105.150 	109.983 	115.243 	106.472 	109.028 	113.318 	114.283 
Q,I10,NSA,RLPR_HW,BE	95.349 	102.776 	112.754 	103.482 	95.102 	102.680 	113.123 	104.354 	95.306 	103.374 	114.742 	105.370 	96.886 	110.915 	116.356 	108.418 	98.774 	106.676 	115.113 	105.380 	97.374 	105.580 	113.936 	104.627 
Q,I10,NSA,RLPR_HW,BG	99.248 	108.772 	122.516 	132.362 	100.630 	111.299 	127.217 	136.681 	105.503 	115.913 	131.317 	140.309 	105.853 	118.081 	132.049 	140.879 	112.568 	122.452 	141.913 	151.142 	115.010 	125.229 	145.951 	153.378 
Q,I10,NSA,RLPR_HW,CY	102.205 	103.701 	108.317 	104.399 	103.376 	104.016 	109.541 	105.779 	103.449 	104.428 	111.377 	107.393 	104.370 	108.080 	111.288 	111.906 	106.553 	108.517 	114.610 	113.224 	109.266 	109.687 	116.154 	114.363 
Q,I10,NSA,RLPR_HW,CZ	100.655 	108.878 	121.606 	118.154 	104.284 	109.863 	122.503 	118.635 	105.933 	113.282 	125.305 	123.151 	111.372 	115.382 	122.645 	129.219 	111.389 	117.457 	127.189 	124.241 	109.044 	116.307 	126.901 	123.222 
Q,I10,NSA,RLPR_HW,DE	105.117 	113.363 	106.871 	109.305 	106.816 	113.781 	106.510 	108.397 	106.678 	114.726 	107.657 	109.840 	107.445 	111.734 	112.339 	111.544 	108.528 	115.707 	111.653 	110.993 	109.251 	116.965 	110.742 	111.880 
Q,I10,NSA,RLPR_HW,DK	107.397 	109.825 	109.917 	110.722 	109.826 	111.887 	112.553 	113.226 	110.584 	113.021 	113.366 	113.850 	111.713 	113.291 	113.922 	116.534 	114.270 	114.440 	113.907 	117.304 	111.374 	113.864 	114.158 	116.600 
Q,I10,NSA,RLPR_HW,EA	103.492 	106.781 	108.388 	108.630 	104.925 	106.725 	107.937 	108.080 	104.686 	107.828 	109.220 	108.839 	106.263 	111.899 	111.068 	110.827 	108.336 	108.632 	111.303 	110.532 	107.074 	109.348 	111.421 	: 
Q,I10,NSA,RLPR_HW,EA12	103.552 	106.804 	108.148 	108.552 	104.946 	106.683 	107.636 	107.935 	104.607 	107.736 	108.905 	108.674 	106.236 	111.881 	110.768 	110.525 	108.202 	108.381 	110.939 	110.106 	107.004 	109.374 	111.323 	110.476 
Q,I10,NSA,RLPR_HW,EA19	103.486 	106.778 	108.386 	108.643 	104.922 	106.721 	107.933 	108.091 	104.685 	107.820 	109.207 	108.860 	106.276 	111.879 	111.059 	110.854 	108.406 	108.662 	111.375 	110.579 	107.186 	109.555 	111.713 	110.783 
Q,I10,NSA,RLPR_HW,EA20	103.640 	106.896 	108.575 	108.779 	105.023 	106.843 	108.154 	108.256 	104.767 	107.942 	109.349 	108.978 	106.325 	111.730 	111.102 	110.919 	108.464 	108.758 	111.506 	110.695 	107.290 	109.693 	111.856 	110.910 
Q,I10,NSA,RLPR_HW,EE	101.520 	113.306 	113.359 	115.363 	108.991 	114.485 	125.208 	124.097 	111.905 	118.711 	130.231 	127.156 	118.376 	126.649 	134.268 	136.492 	118.345 	129.891 	129.102 	137.640 	114.557 	124.339 	120.278 	126.264 
Q,I10,NSA,RLPR_HW,EL	83.470 	84.189 	90.500 	86.333 	82.062 	81.364 	85.420 	83.670 	81.525 	82.447 	89.821 	85.172 	84.599 	93.693 	81.773 	89.651 	90.446 	80.656 	89.568 	83.226 	82.826 	82.603 	92.963 	85.661 
Q,I10,NSA,RLPR_HW,ES	101.463 	104.757 	113.193 	110.478 	102.788 	103.480 	112.244 	110.352 	101.836 	105.232 	113.974 	110.361 	103.049 	110.529 	111.716 	106.586 	101.625 	99.873 	112.434 	110.868 	101.374 	103.574 	113.990 	111.744 
Q,I10,NSA,RLPR_HW,EU15	102.680 	105.676 	107.498 	107.939 	104.263 	105.551 	107.041 	107.524 	103.734 	106.498 	108.095 	108.519 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,RLPR_HW,EU27_2020	103.994 	107.036 	108.855 	111.102 	105.877 	107.812 	109.167 	111.330 	106.125 	109.372 	110.785 	112.437 	107.509 	111.195 	111.809 	113.744 	108.770 	109.774 	112.643 	113.983 	108.720 	111.390 	113.784 	114.434 
Q,I10,NSA,RLPR_HW,EU28	103.374 	106.125 	108.203 	110.297 	105.283 	106.714 	108.398 	110.508 	105.234 	108.062 	109.748 	111.735 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,RLPR_HW,FI	99.333 	105.794 	110.298 	109.323 	101.539 	103.208 	108.490 	106.426 	99.149 	104.092 	108.649 	107.444 	99.973 	104.310 	107.527 	107.736 	102.045 	103.779 	107.705 	108.483 	102.764 	106.301 	108.158 	110.767 
Q,I10,NSA,RLPR_HW,FR	107.110 	106.643 	104.247 	110.171 	107.929 	107.001 	104.429 	110.577 	108.051 	107.768 	105.488 	110.302 	106.178 	110.454 	105.201 	112.370 	108.952 	107.434 	103.174 	107.931 	106.033 	105.121 	102.213 	106.918 
Q,I10,NSA,RLPR_HW,HR	109.090 	114.965 	131.497 	115.701 	105.223 	116.329 	135.639 	118.890 	105.493 	118.901 	129.648 	116.188 	105.636 	101.434 	117.208 	111.871 	110.770 	120.240 	134.299 	121.198 	114.887 	128.019 	137.948 	124.254 
Q,I10,NSA,RLPR_HW,HU	92.128 	100.082 	105.163 	116.831 	96.260 	103.261 	110.680 	120.616 	100.005 	108.547 	115.019 	125.190 	101.744 	109.000 	115.129 	124.181 	104.281 	113.755 	119.996 	129.879 	107.754 	118.094 	121.575 	130.349 
Q,I10,NSA,RLPR_HW,IE	121.061 	122.951 	134.655 	139.476 	133.752 	129.000 	141.739 	138.293 	132.360 	132.461 	147.110 	143.837 	145.467 	173.076 	173.391 	163.600 	180.028 	166.161 	180.665 	169.844 	170.792 	170.887 	193.475 	183.023 
Q,I10,NSA,RLPR_HW,IS	96.601 	107.402 	119.015 	101.147 	100.686 	109.973 	120.140 	104.181 	98.547 	115.435 	125.347 	109.497 	101.413 	114.862 	120.528 	110.457 	106.994 	118.251 	121.761 	109.070 	106.745 	116.400 	124.599 	106.618 
Q,I10,NSA,RLPR_HW,IT	98.906 	99.338 	104.902 	102.432 	99.648 	98.808 	104.494 	102.583 	99.142 	100.089 	105.055 	103.243 	102.587 	106.325 	105.972 	105.258 	103.316 	101.097 	106.068 	105.129 	102.132 	101.662 	106.499 	104.301 
Q,I10,NSA,RLPR_HW,LT	110.420 	115.894 	132.298 	125.429 	115.615 	120.502 	131.475 	126.278 	119.105 	124.944 	137.919 	131.559 	124.592 	134.529 	145.599 	140.070 	131.419 	134.900 	151.817 	143.401 	129.865 	128.732 	149.146 	135.824 
Q,I10,NSA,RLPR_HW,LU	95.595 	101.628 	96.622 	102.230 	96.796 	98.547 	94.759 	99.274 	95.098 	99.632 	92.903 	98.866 	97.438 	110.539 	94.030 	99.344 	100.261 	101.762 	91.871 	97.811 	95.848 	100.165 	93.724 	: 
Q,I10,NSA,RLPR_HW,LV	108.953 	125.076 	128.546 	127.628 	108.894 	125.706 	130.601 	133.823 	115.710 	133.459 	134.930 	137.544 	118.636 	137.851 	137.481 	147.063 	130.178 	139.684 	148.583 	149.198 	126.186 	138.031 	144.248 	144.040 
Q,I10,NSA,RLPR_HW,MT	116.366 	118.349 	123.085 	119.536 	112.161 	116.766 	120.673 	116.395 	110.476 	113.702 	115.819 	113.141 	110.286 	108.018 	108.158 	109.331 	114.673 	113.287 	124.844 	120.783 	116.113 	120.233 	128.091 	122.180 
Q,I10,NSA,RLPR_HW,NL	98.344 	107.221 	105.955 	101.550 	99.049 	108.115 	105.215 	99.477 	98.527 	106.050 	104.569 	99.780 	100.197 	101.195 	106.388 	97.032 	100.301 	103.676 	109.410 	97.770 	100.141 	104.516 	109.276 	99.586 
Q,I10,NSA,RLPR_HW,NO	99.639 	107.571 	111.592 	104.786 	102.500 	103.576 	109.893 	103.813 	100.092 	105.857 	108.245 	103.986 	100.898 	104.211 	111.616 	105.484 	101.669 	108.520 	112.687 	105.449 	101.700 	106.898 	111.711 	105.710 
Q,I10,NSA,RLPR_HW,PL	111.176 	116.163 	114.358 	138.663 	119.673 	125.291 	121.295 	146.802 	125.360 	132.522 	127.263 	152.282 	130.020 	125.960 	125.790 	148.493 	123.712 	128.451 	129.299 	152.981 	133.587 	135.481 	138.100 	155.311 
Q,I10,NSA,RLPR_HW,PT	98.588 	101.940 	110.237 	104.425 	101.149 	101.897 	109.592 	102.057 	101.868 	104.849 	110.976 	103.271 	102.426 	108.971 	109.111 	102.375 	105.177 	101.763 	113.713 	111.634 	105.972 	111.277 	119.104 	112.053 
Q,I10,NSA,RLPR_HW,RO	107.619 	116.939 	147.229 	159.643 	113.296 	125.668 	156.069 	167.178 	116.557 	129.774 	160.251 	171.475 	119.741 	136.074 	155.960 	170.875 	118.963 	135.196 	162.668 	173.870 	124.659 	142.368 	168.874 	181.460 
Q,I10,NSA,RLPR_HW,RS	93.237 	96.967 	100.017 	103.586 	97.290 	101.288 	103.284 	105.275 	97.179 	102.427 	106.911 	108.845 	102.479 	96.882 	106.083 	109.270 	104.723 	107.488 	111.746 	114.836 	107.845 	110.115 	111.790 	113.222 
Q,I10,NSA,RLPR_HW,SE	99.725 	104.660 	113.645 	104.325 	101.472 	103.750 	113.476 	105.146 	102.466 	106.914 	115.262 	108.641 	104.405 	104.184 	119.671 	110.300 	106.219 	108.619 	120.709 	114.411 	109.800 	110.455 	120.225 	110.737 
Q,I10,NSA,RLPR_HW,SI	103.045 	110.191 	119.676 	112.885 	106.194 	113.797 	123.699 	112.937 	108.924 	113.723 	123.575 	115.001 	108.558 	118.327 	121.006 	116.588 	113.795 	120.741 	120.734 	120.729 	116.756 	124.306 	122.969 	118.240 
Q,I10,NSA,RLPR_HW,SK	102.669 	111.521 	124.811 	118.615 	106.179 	114.300 	127.743 	120.959 	109.984 	117.897 	128.081 	123.193 	111.915 	128.343 	135.126 	133.139 	121.333 	125.787 	138.854 	136.350 	115.963 	122.153 	138.681 	133.204 
Q,I10,NSA,RLPR_HW,UK	98.6 	100.0 	103.5 	105.0 	100.9 	99.7 	103.0 	105.0 	99.2 	99.8 	103.0 	106.8 	99.6 	97.8 	105.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,I10,NSA,RLPR_PER,AT	101.332 	101.404 	100.475 	105.219 	102.305 	101.880 	100.772 	106.443 	103.351 	102.632 	101.573 	105.683 	99.819 	92.650 	98.470 	101.876 	96.297 	100.400 	101.085 	104.753 	100.639 	103.832 	101.771 	105.865 
Q,I10,NSA,RLPR_PER,BE	102.534 	105.523 	98.164 	109.269 	102.378 	105.766 	98.545 	110.127 	102.857 	106.372 	99.448 	110.763 	101.085 	93.095 	96.439 	106.013 	100.450 	104.363 	98.504 	110.015 	103.124 	106.060 	98.609 	110.064 
Q,I10,NSA,RLPR_PER,BG	97.607 	110.409 	119.370 	135.181 	99.070 	113.093 	124.026 	139.670 	103.986 	117.748 	128.151 	143.324 	104.478 	110.956 	128.896 	140.642 	111.096 	118.732 	137.313 	153.100 	114.095 	121.775 	139.696 	155.629 
Q,I10,NSA,RLPR_PER,CH	99.813 	100.582 	100.466 	102.793 	101.448 	103.749 	101.833 	103.916 	101.592 	102.997 	103.144 	104.865 	100.722 	97.316 	102.810 	103.931 	102.143 	105.758 	105.522 	106.060 	104.523 	106.312 	105.087 	106.078 
Q,I10,NSA,RLPR_PER,CY	102.891 	103.994 	102.975 	103.832 	103.223 	103.659 	103.386 	104.603 	103.835 	104.956 	106.214 	106.761 	103.476 	95.303 	103.094 	106.387 	102.840 	105.455 	109.676 	111.898 	106.963 	108.693 	112.187 	113.642 
Q,I10,NSA,RLPR_PER,CZ	104.189 	112.887 	112.366 	114.371 	106.878 	114.518 	114.407 	116.300 	109.070 	117.391 	118.593 	119.677 	108.664 	107.290 	114.188 	116.703 	107.731 	116.974 	117.091 	119.047 	111.364 	118.223 	116.970 	117.550 
Q,I10,NSA,RLPR_PER,DE	105.874 	104.517 	106.172 	106.959 	105.639 	105.223 	104.994 	105.984 	105.877 	104.322 	106.187 	106.034 	104.527 	94.457 	104.974 	106.103 	103.574 	104.240 	106.073 	106.333 	105.982 	104.449 	106.218 	105.544 
Q,I10,NSA,RLPR_PER,DK	106.297 	109.247 	106.098 	110.663 	106.482 	109.755 	106.768 	111.458 	106.548 	109.611 	107.025 	111.510 	106.555 	105.101 	106.928 	112.077 	107.846 	110.911 	107.428 	114.502 	107.032 	110.699 	108.057 	113.950 
Q,I10,NSA,RLPR_PER,EA	103.531 	104.178 	103.508 	106.913 	103.958 	104.700 	103.297 	106.787 	104.094 	104.720 	104.258 	106.715 	100.898 	92.450 	102.404 	104.497 	101.529 	103.474 	103.858 	106.784 	104.075 	105.096 	104.356 	: 
Q,I10,NSA,RLPR_PER,EA12	103.636 	104.140 	103.388 	106.887 	104.044 	104.635 	103.138 	106.715 	104.145 	104.600 	104.043 	106.594 	100.912 	92.238 	102.104 	104.284 	101.468 	103.250 	103.542 	106.530 	104.042 	105.017 	104.294 	106.679 
Q,I10,NSA,RLPR_PER,EA19	103.526 	104.179 	103.504 	106.921 	103.956 	104.701 	103.292 	106.795 	104.095 	104.715 	104.250 	106.728 	100.912 	92.452 	102.391 	104.515 	101.569 	103.506 	103.908 	106.840 	104.123 	105.203 	104.585 	106.916 
Q,I10,NSA,RLPR_PER,EA20	103.601 	104.251 	103.604 	106.979 	103.991 	104.766 	103.406 	106.865 	104.114 	104.784 	104.359 	106.778 	100.940 	92.488 	102.453 	104.563 	101.619 	103.578 	104.037 	106.910 	104.177 	105.304 	104.724 	106.997 
Q,I10,NSA,RLPR_PER,EE	103.959 	112.951 	107.970 	115.081 	106.771 	113.259 	113.110 	119.069 	109.309 	116.388 	116.384 	121.118 	109.490 	113.049 	122.224 	129.094 	116.195 	128.812 	129.351 	136.288 	113.522 	121.565 	121.109 	125.941 
Q,I10,NSA,RLPR_PER,EL	81.874 	86.007 	91.379 	88.127 	80.891 	83.516 	87.732 	85.514 	78.416 	82.907 	89.365 	85.998 	76.831 	71.983 	82.135 	81.131 	79.643 	79.938 	86.790 	82.715 	79.853 	81.708 	88.996 	85.438 
Q,I10,NSA,RLPR_PER,ES	104.846 	108.054 	104.705 	109.129 	105.148 	108.233 	104.509 	109.187 	104.824 	107.219 	104.103 	108.208 	99.985 	90.567 	99.621 	102.246 	97.414 	102.047 	99.607 	105.275 	100.266 	105.254 	102.268 	107.253 
