freq,unit,s_adj,na_item,geo\TIME_PERIOD	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 
Q,PCH_SM,NSA,RLPR_PER,EL	0.9 	2.1 	4.2 	-0.8 	-1.2 	-2.9 	-4.0 	-3.0 	-3.1 p	-0.7 p	1.9 p	0.6 p	-2.0 p	-13.2 p	-8.1 p	-5.7 p	3.7 p	11.1 p	5.7 p	2.0 p	0.3 p	2.2 p	2.5 p	3.3 p
Q,PCH_SM,NSA,RLPR_PER,ES	0.2 	0.6 	0.1 	0.4 	0.3 	0.2 	-0.2 	0.1 	-0.3 	-0.9 	-0.4 	-0.9 	-4.6 p	-15.5 p	-4.3 p	-5.5 p	-2.6 p	12.7 p	0.0 p	3.0 p	2.9 p	3.1 p	2.7 p	1.9 p
Q,PCH_SM,NSA,RLPR_PER,EU15	1.2 	0.5 	1.2 	0.9 	0.3 	0.4 	-0.2 	0.0 	0.1 	-0.1 	0.8 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,RLPR_PER,EU27_2020	1.5 	0.6 	1.3 	1.4 	0.7 	1.0 	0.3 	0.4 	0.6 	0.5 	1.4 	0.3 	-2.5 	-11.0 	-1.7 	-2.0 	0.5 	11.4 	1.8 	2.6 	2.9 	2.0 	1.1 	0.2 
Q,PCH_SM,NSA,RLPR_PER,EU28	1.4 	0.6 	1.4 	1.2 	0.5 	0.8 	0.3 	0.4 	0.5 	0.3 	1.2 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,NSA,RLPR_PER,FI	2.6 	2.1 	2.5 	1.3 	0.3 	-1.0 	-1.9 	-2.6 	-1.9 	-1.0 	0.1 	0.4 	-0.2 	-3.2 	0.2 	1.2 	-0.9 	2.6 	-0.1 	-0.3 	1.0 	0.2 	-1.2 	-1.4 
Q,PCH_SM,NSA,RLPR_PER,FR	1.0 	0.4 	1.5 	1.7 	0.7 	0.8 	0.9 	1.0 	0.8 	1.1 	1.1 	-0.4 	-5.7 	-17.2 	-2.6 	-3.2 	1.3 	15.4 	0.3 	1.5 	1.6 	1.6 	-1.1 	-1.3 
Q,PCH_SM,NSA,RLPR_PER,HR	3.0 	1.2 	0.8 	-1.2 	-3.8 	0.6 	2.0 	1.8 	0.4 	1.5 	0.8 	-1.2 	-1.1 	-14.7 	-9.5 	-3.5 	4.8 p	18.8 p	14.7 p	8.4 p	3.9 p	6.5 p	2.8 p	2.6 p
Q,PCH_SM,NSA,RLPR_PER,HU	2.1 	1.8 	2.6 	2.6 	2.5 	3.1 	3.3 	3.1 	3.4 	3.3 	4.3 	4.0 	1.2 	-9.6 	-3.0 	-2.4 	0.3 p	14.3 p	4.6 p	5.0 p	4.9 p	4.2 p	2.6 p	-0.1 p
Q,PCH_SM,NSA,RLPR_PER,IE	2.2 	5.3 	12.0 	4.6 	9.7 	9.2 	4.4 	0.0 	0.5 	2.1 	4.1 	2.7 	5.5 	8.9 	15.0 	7.6 	17.2 	8.8 	0.5 	3.4 	-0.6 	3.5 	8.0 	9.0 
Q,PCH_SM,NSA,RLPR_PER,IS	1.1 p	0.7 p	0.1 p	-1.8 p	2.4 p	3.6 p	-0.5 p	2.1 p	-0.5 p	2.1 p	2.3 p	3.5 p	0.7 p	-7.0 p	-4.7 p	1.1 p	4.9 p	5.0 p	3.1 p	-1.3 p	-0.5 p	-1.3 p	1.4 p	-3.2 p
Q,PCH_SM,NSA,RLPR_PER,IT	1.0 	0.5 	-0.2 	0.7 	0.4 	-0.4 	-0.1 	0.2 	0.0 	0.3 	0.4 	-0.8 	-6.1 	-14.6 	-3.4 	-3.9 	2.9 	15.2 	3.4 	4.7 	4.2 	2.7 	1.2 	-0.2 
Q,PCH_SM,NSA,RLPR_PER,LT	5.2 	5.0 	5.0 	5.0 	4.2 	4.1 	0.0 	2.2 	2.7 	3.5 	6.2 	3.8 	1.9 	-2.4 	4.3 	2.5 	5.6 	8.4 	1.7 	3.4 	0.7 	-4.9 	-3.7 	-3.8 
Q,PCH_SM,NSA,RLPR_PER,LU	-2.3 	-2.3 	-1.6 	-2.3 	-1.2 	-2.7 	-2.7 	-2.5 	-2.5 	-0.3 	-1.0 	-0.8 	-1.5 	-7.4 	-0.2 	-0.8 	2.2 	7.0 	-1.0 	0.5 	-0.7 p	-1.9 p	-0.5 p	: 
Q,PCH_SM,NSA,RLPR_PER,LV	3.6 	4.0 	3.5 	2.2 	0.5 	2.8 	2.3 	4.2 	3.5 	2.9 	3.7 	0.8 	0.2 	-4.3 	1.3 	3.5 	6.9 	8.9 	6.6 	4.5 	1.3 	1.3 	-2.7 	-2.3 
Q,PCH_SM,NSA,RLPR_PER,MT	3.6 	2.4 	2.9 	2.0 	-1.8 	0.6 	0.9 	0.8 	1.6 	1.7 	0.4 	1.3 	-5.2 	-17.9 	-12.5 	-8.5 	1.5 	13.8 	11.4 	8.3 	3.3 	3.3 	-1.1 	-2.1 
Q,PCH_SM,NSA,RLPR_PER,NL	1.0 	0.6 	0.3 	0.1 	-0.3 	0.1 	-0.6 	-0.6 	-0.9 	-0.6 	0.4 	-0.3 	-1.2 p	-6.9 p	-2.9 p	-2.3 p	-0.9 p	7.1 p	2.6 p	2.7 p	1.8 p	0.8 p	-0.2 p	-0.2 p
Q,PCH_SM,NSA,RLPR_PER,NO	4.1 	-1.1 	2.0 	0.3 	-2.3 	1.0 	-1.1 	-0.7 	0.0 	-2.4 	0.0 	0.6 	0.6 	-2.2 	1.6 	0.8 	0.3 	6.0 	2.5 	2.0 	0.9 	-1.0 	-1.1 	-1.1 
Q,PCH_SM,NSA,RLPR_PER,PL	4.2 	2.9 	4.3 	3.8 	5.7 	5.6 	5.4 	4.9 	5.2 	5.0 	4.7 	3.3 	1.6 	-6.3 	-0.8 	-2.6 	-1.8 	7.7 	4.1 	6.6 	8.5 p	4.3 p	5.3 p	0.7 p
Q,PCH_SM,NSA,RLPR_PER,PT	0.3 	-0.1 	0.5 	0.2 	-0.3 	1.1 	0.5 	0.8 	1.6 	1.9 	1.9 	2.2 	-2.0 	-15.1 	-4.0 	-5.5 	-3.5 p	11.8 p	1.9 p	4.8 p	6.7 p	5.7 p	3.7 p	2.7 p
Q,PCH_SM,NSA,RLPR_PER,RO	6.2 	2.2 	7.4 	6.5 	3.8 	9.0 	6.0 	5.0 	4.7 	3.8 	3.6 	3.1 	2.0 	-6.2 	-2.7 	0.7 	0.1 p	11.0 p	3.3 p	-0.3 p	5.2 p	5.6 p	3.9 p	: 
Q,PCH_SM,NSA,RLPR_PER,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,PCH_SM,NSA,RLPR_PER,SE	0.7 	-0.6 	0.4 	0.1 	0.3 	1.3 	-0.6 	0.2 	1.4 	0.6 	2.4 	1.3 	1.2 	-5.6 	0.9 	0.4 	1.0 	8.3 	2.3 	4.9 	1.9 	0.5 	0.1 	-2.4 
Q,PCH_SM,NSA,RLPR_PER,SI	2.0 	1.0 	1.3 	3.1 	0.7 	0.9 	2.0 	1.2 	1.3 	0.4 	0.9 	1.3 	-2.2 	-10.4 	0.1 	-2.2 	2.5 	14.6 	2.7 	7.8 	6.8 	5.3 	1.3 	-1.3 
Q,PCH_SM,NSA,RLPR_PER,SK	-0.1 	1.0 	0.5 	1.3 	1.5 	2.1 	2.6 	1.7 	2.3 	1.3 	0.8 	1.6 	-1.7 	-7.2 	1.5 	1.3 	2.5 	10.3 	1.1 	1.0 	0.8 	-1.0 	-0.1 	0.1 
Q,PCH_SM,NSA,RLPR_PER,UK	0.8 	0.6 	1.6 	0.0 	-0.2 	-0.5 	0.3 	0.6 	-0.1 	-0.4 	0.0 	1.6 	-3.5 	-21.3 	-8.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,SCA,RLPR_HW,AT	-0.7 	2.3 	2.6 	0.5 	2.8 	-0.5 	-0.9 	0.6 	-0.5 	1.1 	1.1 	-1.4 	2.1 	3.2 	-0.3 	4.5 	-1.4 	-2.6 	1.9 	2.1 	2.6 	3.7 	2.6 	-0.9 
Q,PCH_SM,SCA,RLPR_HW,BG	1.8 	1.6 	0.3 	0.7 	1.4 	2.1 	3.5 	4.0 	4.0 	3.8 	3.6 	3.6 	-0.2 	1.9 	-0.9 	1.6 	6.4 	4.8 	7.2 	4.9 	3.4 p	2.8 p	3.1 p	: 
Q,PCH_SM,SCA,RLPR_HW,CY	1.4 	1.5 	1.0 	0.9 	1.0 	0.9 	0.8 	1.2 	0.3 	1.1 	1.4 	0.9 	1.4 	3.7 	-0.9 	3.3 	2.3 	0.7 	4.2 	0.9 	2.3 	0.6 	1.8 	1.1 
Q,PCH_SM,SCA,RLPR_HW,CZ	3.0 	4.2 	2.7 	3.0 	2.7 	1.2 	1.0 	0.7 	1.4 	2.4 	3.4 	3.6 	5.2 	1.4 	-1.5 	4.9 	0.0 	2.6 	3.2 	-3.4 	-1.4 	-1.1 	-0.4 	-1.6 
Q,PCH_SM,SCA,RLPR_HW,DE	1.4 	1.4 	1.8 	2.1 	1.3 	0.6 	-0.3 	-0.7 	0.0 p	0.7 p	1.1 p	1.5 p	0.7 p	-2.8 p	4.4 p	2.2 p	0.9 p	3.9 p	-0.6 p	-0.2 p	0.9 p	1.1 p	-0.9 p	0.1 p
Q,PCH_SM,SCA,RLPR_HW,DK	2.3 	2.4 	1.3 	1.5 	2.3 	1.8 	2.6 	2.2 	0.8 	1.1 	0.9 	0.2 	1.3 	0.5 	0.3 	2.0 	2.5 	1.0 	0.0 	0.5 	-2.4 	-0.5 	0.2 	-0.8 
Q,PCH_SM,SCA,RLPR_HW,EA	1.0 	1.5 	1.5 	1.2 	1.2 	0.3 	-0.4 	-0.2 	-0.2 	0.9 	1.2 	0.8 	1.6 	3.7 	1.9 	2.1 	1.7 	-2.4 	0.4 	0.0 	-1.0 	0.7 	0.0 	-0.3 
Q,PCH_SM,SCA,RLPR_HW,EA12	1.0 	1.4 	1.4 	1.1 	1.1 	0.3 	-0.4 	-0.2 	-0.3 	0.8 	1.2 	0.8 	1.6 	3.8 	1.9 	2.0 	1.5 	-2.6 	0.3 	-0.1 	-1.0 	0.8 	0.1 	-0.2 
Q,PCH_SM,SCA,RLPR_HW,EA19	1.0 	1.5 	1.5 	1.2 	1.2 	0.3 	-0.4 	-0.2 	-0.2 	0.9 	1.2 	0.8 	1.6 	3.7 	1.9 	2.1 	1.7 	-2.4 	0.4 	0.0 	-1.0 	0.7 	0.0 	-0.3 
Q,PCH_SM,SCA,RLPR_HW,EA20	1.0 	1.5 	1.5 	1.2 	1.1 	0.3 	-0.3 	-0.2 	-0.2 	0.9 	1.1 	0.8 	1.6 	3.4 	1.8 	2.1 	1.7 	-2.2 	0.5 	0.1 	-0.9 	0.7 	0.0 	-0.3 
Q,PCH_SM,SCA,RLPR_HW,EE	1.5 	5.9 	2.6 	0.3 	7.5 	2.9 	9.2 	7.0 	3.0 	3.7 	3.0 	2.0 	6.4 	7.1 	2.2 	7.2 	0.4 	2.8 	-3.2 	0.8 	-2.2 	-4.6 	-5.8 	-9.1 
Q,PCH_SM,SCA,RLPR_HW,EL	1.9 	2.1 	2.8 	-1.2 	-1.8 	-3.6 	-5.9 	-3.1 	-0.2 p	1.5 p	4.4 p	1.9 p	3.4 p	15.1 p	-9.2 p	5.2 p	6.0 p	-13.9 p	9.4 p	-7.1 p	-9.6 p	2.8 p	4.3 p	4.1 p
Q,PCH_SM,SCA,RLPR_HW,ES	0.8 	1.2 	0.8 	0.7 	0.6 	-0.6 	-0.8 	-0.1 	-0.5 	0.9 	1.3 	0.6 	1.0 p	5.7 p	-2.2 p	-3.2 p	-1.4 p	-9.6 p	0.7 p	3.5 p	-0.3 p	4.4 p	1.5 p	0.0 p
Q,PCH_SM,SCA,RLPR_HW,EU15	0.9 	1.2 	1.3 	1.1 	1.1 	0.5 	-0.4 	-0.2 	-0.3 	0.6 	1.1 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,SCA,RLPR_HW,EU27_2020	1.1 	1.8 	1.7 	1.7 	1.7 	0.9 	0.3 	0.5 	0.3 	1.2 	1.6 	1.1 	1.5 	1.6 	1.1 	1.3 	0.9 	-0.8 	0.8 	0.5 	0.2 	1.4 	0.7 	0.0 
Q,PCH_SM,SCA,RLPR_HW,EU28	1.0 	1.5 	1.6 	1.6 	1.6 	1.0 	0.2 	0.4 	0.2 	1.0 	1.4 	1.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,SCA,RLPR_HW,FI	2.0 	3.7 	2.9 	1.4 	1.1 	-1.1 	-2.0 	-2.7 	-1.7 	-0.4 	0.9 	0.8 	0.3 	0.0 	-0.7 	0.8 	0.7 	0.5 	0.8 	0.6 	0.9 	1.8 	1.1 	1.5 
Q,PCH_SM,SCA,RLPR_HW,FR	0.4 	1.5 	2.0 	1.7 	1.3 	0.9 	0.3 	0.4 	0.4 	0.5 	0.2 	-0.5 	-1.6 	4.0 	0.3 	2.4 	3.2 	-3.2 	-1.2 	-3.3 	-2.9 	-2.9 	-1.4 	-1.2 
Q,PCH_SM,SCA,RLPR_HW,HR	1.8 	1.9 	1.5 	0.7 	-2.9 	0.1 	3.5 	2.9 	0.2 	2.4 	-3.9 	-2.4 	0.4 	-15.2 	-9.2 	-3.3 	4.8 p	18.6 p	14.4 p	9.2 p	4.0 p	5.6 p	2.6 p	1.4 p
Q,PCH_SM,SCA,RLPR_HW,HU	2.1 	3.3 	2.6 	3.2 	3.7 	3.4 	4.4 	4.1 	4.1 	4.3 	4.4 	3.8 	2.1 	0.1 	0.2 	0.4 	2.1 p	4.9 p	4.4 p	5.5 p	4.2 p	3.5 p	1.4 p	-0.7 p
Q,PCH_SM,SCA,RLPR_HW,IE	3.5 	6.9 	8.0 	2.2 	9.6 	5.5 	5.2 	0.2 	0.2 	2.6 	3.1 	4.2 	9.7 	29.4 	17.1 	13.8 	23.0 	-3.8 	3.6 	3.9 	-4.5 	2.1 	6.7 	8.7 
Q,PCH_SM,SCA,RLPR_HW,IT	0.9 	0.5 	0.1 	-0.2 	0.8 	-0.1 	-0.3 	0.9 	-1.0 	1.3 	1.1 	0.6 	3.6 	6.2 	1.6 	2.1 	-0.7 	-4.5 	0.3 	0.5 	-0.3 	0.0 	-0.2 	-1.6 
Q,PCH_SM,SCA,RLPR_HW,LT	6.5 	5.4 	9.1 	7.5 	4.5 	3.8 	-0.4 	0.7 	1.6 	2.8 	5.6 	5.1 	6.6 	6.9 	5.9 	7.2 	4.2 	2.4 	3.3 	1.1 	-0.6 	-2.9 	-3.7 	-5.7 
Q,PCH_SM,SCA,RLPR_HW,LU	-2.7 	-1.6 	-0.5 	-1.0 	-0.2 	-1.6 	-1.9 	-2.8 	-0.4 	-0.5 	-1.9 	-0.2 	2.2 	10.7 	1.4 	0.7 	2.6 	-8.1 	-2.1 	-1.4 	-4.6 p	-1.7 p	2.2 p	: 
Q,PCH_SM,SCA,RLPR_HW,LV	1.7 	8.2 	4.5 	2.5 	1.1 	-0.2 	2.0 	5.1 	6.6 	7.0 	1.8 	2.7 	2.7 	3.8 	1.6 	6.6 	9.9 	0.9 	8.1 	1.3 	-3.6 	-1.3 	-2.8 	-3.3 
Q,PCH_SM,SCA,RLPR_HW,MT	6.8 	6.1 	6.4 	6.0 	-3.8 	-1.4 	-1.8 	-2.6 	-1.8 	-2.6 	-3.8 	-2.7 	-0.6 	-4.8 	-6.4 	-3.4 	3.7 	4.9 	15.4 	10.6 	1.4 	6.1 	2.4 	1.3 
Q,PCH_SM,SCA,RLPR_HW,NL	0.7 	0.7 	-0.7 	0.8 	-0.3 	0.9 	-0.8 	-1.1 	-1.6 	-0.6 	0.0 	0.5 	2.2 p	-5.8 p	1.1 p	-1.6 p	-1.4 p	4.7 p	2.0 p	2.3 p	0.3 p	1.7 p	-0.8 p	0.1 p
Q,PCH_SM,SCA,RLPR_HW,NO	0.9 	1.3 	3.3 	0.8 	1.1 	-1.6 	-1.4 	-0.7 	-1.9 	0.5 	-0.6 	-0.2 	0.6 	-0.9 	2.3 	2.5 	1.4 	3.6 	1.2 	0.4 	-0.1 	-0.9 	-0.8 	-0.3 
Q,PCH_SM,SCA,RLPR_HW,PL	3.2 	5.2 	5.3 	6.4 	7.7 	6.9 	5.9 	6.6 	4.9 	5.3 	4.9 	3.7 	4.0 	-4.8 	-1.7 	-3.0 	-4.2 	3.1 	1.9 	2.3 	8.4 p	6.3 p	6.4 p	1.4 p
Q,PCH_SM,SCA,RLPR_HW,PT	0.6 	2.4 	-0.6 	0.8 	1.7 	-0.7 	-0.6 	-0.7 	0.3 	2.0 	2.4 	1.3 	1.2 	4.9 	-1.3 	-2.6 	2.3 p	-5.9 p	3.9 p	8.9 p	1.9 p	8.6 p	4.2 p	0.2 p
Q,PCH_SM,SCA,RLPR_HW,RO	7.1 	4.3 	7.4 	7.9 	4.7 	6.5 	5.8 	5.5 	3.4 	2.7 	3.2 	2.0 	4.3 	6.9 	-2.2 	-1.5 	-1.9 p	-4.4 p	5.1 p	4.4 p	3.0 p	3.9 p	4.0 p	: 
Q,PCH_SM,SCA,RLPR_HW,RS	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
Q,PCH_SM,SCA,RLPR_HW,SE	-0.5 	2.2 	0.9 	-0.5 	1.0 	-0.1 	-0.1 	0.0 	1.0 	2.4 	2.3 	3.1 	1.9 	-1.6 	3.8 	2.1 	1.1 	5.3 	0.8 	4.2 	4.1 	1.1 	-0.5 	-3.2 
Q,PCH_SM,SCA,RLPR_HW,SI	4.0 	3.4 	2.6 	4.5 	2.3 	2.4 	3.0 	1.2 	1.6 	0.6 	1.8 	2.3 	-1.5 	3.0 	1.3 	2.8 	5.8 	1.7 	1.9 	2.6 	3.4 	2.8 	0.2 	-3.4 
Q,PCH_SM,SCA,RLPR_HW,SK	0.5 	1.6 	2.4 	2.5 	2.9 	3.0 	3.3 	2.7 	3.3 	2.7 	1.3 	1.5 	2.6 	9.4 	5.5 	8.0 	8.0 	-0.5 	2.1 	1.7 	-3.8 	-2.7 	-1.1 	-3.2 
Q,PCH_SM,SCA,RLPR_HW,UK	0.3 	-0.1 	1.3 	1.2 	0.9 	1.3 	-0.4 	-0.2 	-0.3 	-0.4 	0.4 	0.4 	-0.1 	-1.0 	4.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,SCA,RLPR_PER,AT	0.4 	0.8 	1.0 	0.5 	0.9 	0.4 	0.4 	1.2 	1.0 	0.7 	0.8 	-0.8 	-3.1 	-10.0 	-3.1 	-4.0 	-2.5 	7.9 	2.5 	3.2 	3.9 	3.5 	0.7 	1.3 
Q,PCH_SM,SCA,RLPR_PER,BE	0.4 	-0.1 	-0.2 	0.0 	-0.3 	0.2 	0.6 	0.8 	0.5 	0.6 	0.9 	0.5 	-1.9 p	-12.6 p	-3.0 p	-4.3 p	-0.7 p	12.3 p	2.3 p	3.7 p	2.7 p	1.7 p	0.2 p	0.0 p
Q,PCH_SM,SCA,RLPR_PER,BG	1.7 	1.7 	0.3 	0.7 	1.5 	2.2 	3.6 	4.2 	4.0 	4.2 	3.4 	3.4 	-0.5 	-4.4 	-1.2 	-1.0 	5.2 	9.2 	6.5 	6.5 	3.5 p	3.1 p	2.3 p	: 
Q,PCH_SM,SCA,RLPR_PER,CH	1.1 	-0.2 	0.0 	1.2 	1.9 	2.9 	1.5 	1.1 	0.1 	-0.6 	1.2 	1.0 	-1.0 	-5.7 	-0.4 	-1.0 	1.5 	8.5 	2.6 	2.3 	2.2 	0.6 	-0.2 	0.1 
Q,PCH_SM,SCA,RLPR_PER,CY	1.2 	0.8 	-0.1 	-0.4 	-0.1 	-0.1 	0.3 	0.9 	1.0 	1.9 	2.0 	1.4 	0.2 	-8.7 	-3.9 	-1.3 	-0.3 	11.4 	6.5 	4.7 	4.4 	3.3 	2.0 	1.3 
Q,PCH_SM,SCA,RLPR_PER,CZ	2.2 	4.4 	3.8 	4.5 	3.1 	1.1 	1.8 	1.5 	2.1 	2.8 	2.9 	3.2 	-0.7 	-8.8 	-3.5 	-2.5 	-0.4 	8.7 	2.8 	1.8 	3.1 	1.1 	-0.3 	-1.1 
Q,PCH_SM,SCA,RLPR_PER,DE	0.9 	1.3 	1.8 	2.4 	0.4 	0.3 	-1.1 	-1.1 	0.3 p	-0.5 p	0.6 p	0.2 p	-1.7 p	-9.4 p	-1.2 p	-0.9 p	-0.8 p	9.9 p	1.1 p	0.2 p	2.0 p	0.1 p	0.2 p	-0.1 p
Q,PCH_SM,SCA,RLPR_PER,DK	1.9 	1.8 	0.8 	0.8 	0.7 	-0.1 	0.7 	0.7 	-0.2 	0.4 	0.3 	-0.3 	0.2 	-3.9 	-0.3 	0.2 	1.7 	5.4 	0.5 	2.1 	-0.9 	0.1 	0.6 	-0.7 
Q,PCH_SM,SCA,RLPR_PER,EA	0.6 	1.2 	1.4 	1.4 	0.7 	0.4 	-0.2 	-0.3 	0.3 	0.2 	0.6 	0.0 	-3.2 	-11.6 	-1.9 	-2.5 	0.7 	11.6 	1.5 	2.4 	2.4 	1.6 	0.7 	0.3 
Q,PCH_SM,SCA,RLPR_PER,EA12	0.6 	1.2 	1.4 	1.4 	0.7 	0.3 	-0.3 	-0.4 	0.2 	0.2 	0.5 	0.0 	-3.3 	-11.7 	-2.0 	-2.6 	0.6 	11.6 	1.5 	2.3 	2.4 	1.7 	0.7 	0.4 
Q,PCH_SM,SCA,RLPR_PER,EA19	0.6 	1.2 	1.4 	1.4 	0.7 	0.4 	-0.2 	-0.3 	0.3 	0.2 	0.6 	0.0 	-3.2 	-11.6 	-1.9 	-2.5 	0.7 	11.6 	1.5 	2.4 	2.4 	1.6 	0.7 	0.3 
Q,PCH_SM,SCA,RLPR_PER,EA20	0.7 	1.2 	1.4 	1.4 	0.7 	0.4 	-0.2 	-0.3 	0.3 	0.2 	0.6 	0.0 	-3.2 	-11.7 	-1.9 	-2.5 	0.7 	11.7 	1.6 	2.4 	2.4 	1.7 	0.7 	0.4 
Q,PCH_SM,SCA,RLPR_PER,EE	2.0 	6.1 	2.9 	0.1 	3.5 	0.9 	4.2 	2.9 	2.7 	4.1 	1.2 	1.3 	1.2 	-1.8 	4.0 	5.8 	6.8 	13.6 	6.5 	4.9 	-1.9 	-5.9 	-5.9 	-7.9 
Q,PCH_SM,SCA,RLPR_PER,EL	0.6 	2.3 	3.3 	0.0 	-1.0 	-2.9 	-4.6 	-2.9 	-2.3 p	-0.3 p	0.8 p	0.6 p	-2.0 p	-12.3 p	-8.5 p	-5.7 p	2.7 p	11.2 p	6.2 p	2.4 p	-0.9 p	2.1 p	2.8 p	4.1 p
Q,PCH_SM,SCA,RLPR_PER,ES	0.3 	0.6 	0.2 	0.3 	0.4 	0.0 	0.0 	0.0 	-0.6 	-0.6 	-0.4 	-0.9 	-4.7 p	-15.5 p	-4.5 p	-5.4 p	-2.0 p	12.7 p	0.0 p	2.8 p	3.0 p	4.0 p	2.6 p	1.0 p
Q,PCH_SM,SCA,RLPR_PER,EU15	0.6 	1.1 	1.3 	1.2 	0.6 	0.3 	-0.2 	-0.3 	0.3 	0.2 	0.5 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,SCA,RLPR_PER,EU27_2020	0.9 	1.2 	1.5 	1.7 	1.0 	0.9 	0.2 	0.2 	0.8 	0.7 	1.0 	0.4 	-2.6 	-10.9 	-1.9 	-2.4 	0.6 	11.1 	1.8 	2.7 	2.8 	2.0 	1.0 	0.4 
Q,PCH_SM,SCA,RLPR_PER,EU28	0.9 	1.1 	1.4 	1.5 	0.8 	0.7 	0.2 	0.2 	0.7 	0.6 	0.9 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,PCH_SM,SCA,RLPR_PER,FI	1.9 	2.9 	2.2 	1.6 	0.5 	-1.2 	-1.9 	-2.7 	-1.9 	-0.9 	-0.1 	0.4 	0.3 	-2.9 	0.2 	0.3 	-0.6 	2.7 	-0.4 	-0.3 	0.2 	-0.1 	-0.8 	-1.0 
Q,PCH_SM,SCA,RLPR_PER,FR	0.4 	1.3 	1.8 	1.8 	1.0 	0.9 	0.7 	0.7 	1.2 	1.2 	0.6 	-0.3 	-5.8 	-16.8 	-2.8 	-3.8 	1.3 	14.5 	0.5 	1.9 	1.5 	1.4 	-1.0 	-1.0 
Q,PCH_SM,SCA,RLPR_PER,HR	3.2 	1.3 	0.3 	-1.1 	-3.2 	0.5 	1.5 	2.0 	0.9 	1.4 	0.4 	-1.0 	-0.8 	-14.8 	-9.7 	-3.2 	4.7 p	18.6 p	14.7 p	8.7 p	3.9 p	6.2 p	2.9 p	2.8 p
Q,PCH_SM,SCA,RLPR_PER,HU	1.9 	2.2 	2.6 	3.2 	3.2 	2.8 	3.3 	2.9 	3.6 	3.4 	4.0 	3.9 	0.4 	-10.1 	-2.9 	-2.4 	0.7 p	13.9 p	4.9 p	5.5 p	4.7 p	3.9 p	2.1 p	0.4 p
Q,PCH_SM,SCA,RLPR_PER,IE	4.4 	5.9 	11.2 	4.8 	9.6 	9.2 	4.4 	0.9 	1.5 	2.5 	3.5 	2.9 	5.4 	7.3 	14.4 	7.9 	16.5 	8.9 	0.0 	3.6 	-0.4 	3.3 	7.6 	10.1 
Q,PCH_SM,SCA,RLPR_PER,IT	0.1 	0.9 	0.2 	1.0 	0.5 	-0.5 	-0.2 	-0.3 	0.0 	0.4 	0.1 	-0.7 	-6.2 	-14.6 	-3.4 	-4.1 	2.5 	14.9 	3.5 	5.3 	4.3 	2.8 	1.2 	0.2 
Q,PCH_SM,SCA,RLPR_PER,LT	4.6 	5.1 	5.1 	4.8 	4.3 	3.6 	0.4 	2.3 	2.8 	2.9 	6.0 	4.2 	2.2 	-1.9 	4.4 	2.8 	4.5 	9.8 	1.6 	2.4 	0.3 	-3.6 	-4.4 	-4.3 
Q,PCH_SM,SCA,RLPR_PER,LU	-2.1 	-2.2 	-1.8 	-2.4 	-1.0 	-2.7 	-2.8 	-2.5 	-2.5 	-0.2 	-1.1 	-0.8 	-1.6 	-7.4 	-0.2 	-0.8 	2.0 	7.1 	-1.0 	0.5 	-0.9 p	-1.9 p	-0.4 p	: 
Q,PCH_SM,SCA,RLPR_PER,LV	2.5 	4.7 	3.6 	2.6 	1.7 	2.1 	2.6 	4.4 	3.9 	3.7 	2.2 	0.7 	0.4 	-3.9 	1.0 	3.2 	7.1 	8.4 	6.7 	4.4 	0.8 	1.1 	-2.6 	-2.1 
Q,PCH_SM,SCA,RLPR_PER,MT	3.5 	2.7 	3.2 	1.9 	-1.9 	0.1 	0.9 	1.0 	2.2 	1.4 	-0.1 	1.4 	-4.8 	-17.6 	-12.5 	-8.9 	0.6 	14.2 	12.2 	8.6 	2.7 	3.1 	-1.0 	-1.9 
